time,G1-B_qload,G1-B_pload,G1-C_qload,G1-C_pload,G2-A_qload,G2-A_pload,G3-A_qload,G3-A_pload,G4-A_qload,G4-A_pload,G5-A_qload,G5-A_pload,G6-A_qload,G6-A_pload,H0-A_qload,H0-A_pload,H0-B_qload,H0-B_pload,H0-C_qload,H0-C_pload,H0-G_qload,H0-G_pload,H0-L_qload,H0-L_pload
2016-01-01 02:30:00,0,0.030172,0,0.02794,0.183758,0.103352,0.131334,0.354515,0.049191,0.333096,0.08852,0.086064,0.275385,0.208971,0.042644,0.082865,0.003544,0.088235,-0.034608,0.041033,0.063482,0.270609,-0.011606,0.010703
2016-01-01 02:45:00,0.010906,0.038793,0,0.02794,0.183758,0.102421,0.165182,0.381271,0.048515,0.333987,0.081144,0.078717,0.295056,0.231284,-0.021322,0.043539,-0.042524,0.07423,-0.015381,0.074468,0.013603,0.290323,0.015475,0.022936
2016-01-01 03:00:00,0.021812,0.047414,0,0.029215,0.157843,0.091248,0.15672,0.458194,0.064987,0.321769,0.077603,0.075802,0.307448,0.209904,0.028429,0.039326,0.017719,0.085434,-0.011536,0.06383,-0.004534,0.27957,0.050295,0.03211
2016-01-01 03:15:00,0.021812,0.047414,0,0.029215,0.167267,0.094972,0.118471,0.406421,0.047386,0.301703,0.073767,0.080233,0.280303,0.192412,0.010661,0.032303,0.127573,0.078431,-0.007691,0.06079,0.081619,0.265233,0.023213,0.033639
2016-01-01 03:30:00,0.021812,0.051724,0,0.02794,0.120149,0.074488,0.279253,0.461538,0.048515,0.291893,0.073767,0.077318,0.275385,0.218689,-0.014215,0.022472,0.035437,0.070028,-0.011536,0.066869,0.049879,0.252688,-0.023213,0.018349
2016-01-01 03:45:00,0,0.030172,0,0.030596,0.174334,0.105214,0.194631,0.406421,0.059346,0.304111,0.073767,0.078717,0.248437,0.183705,0.007107,0.025281,0.046068,0.071429,0.007691,0.06079,0.022672,0.261649,-0.007738,0.019878
2016-01-01 04:00:00,0,0.030172,0,0.030596,0.200249,0.113594,0.241342,0.424749,0.056412,0.301257,0.062849,0.072886,0.255715,0.14188,0.010661,0.042135,0.014175,0.070028,-0.023072,0.069909,0.149636,0.302867,-0.023213,0.029052
2016-01-01 04:15:00,0.021812,0.047414,0,0.029215,0.212028,0.11825,0.296178,0.397993,0.063859,0.291893,0.073767,0.080233,0.233684,0.240068,0.035537,0.088483,-0.010631,0.068627,0.015381,0.075988,0.022672,0.175627,0.007738,0.025994
2016-01-01 04:30:00,0.021812,0.047414,0,0.02794,0.263857,0.14432,0.186169,0.354515,0.058669,0.29876,0.073767,0.075802,0.238602,0.269222,0.177683,0.106742,0.109855,0.063025,0.053834,0.079027,0.009069,0.121864,0.007738,0.027523
2016-01-01 04:45:00,0.021812,0.051724,0,0.029215,0.280348,0.139665,0.207494,0.374582,0.050771,0.292339,0.073767,0.081633,0.214014,0.183705,0.010661,0.026685,0.060243,0.058824,0.023072,0.079027,-0.018138,0.103943,-0.015475,0.021407
2016-01-01 05:00:00,0,0.038793,0,0.031871,0.228519,0.127561,0.207494,0.369632,0.056412,0.29992,0.051637,0.12105,0.221292,0.131229,-0.017768,0.021067,0.014175,0.05042,-0.042298,0.115502,-0.063482,0.102151,-0.023213,0.022936
2016-01-01 05:15:00,0.010906,0.034483,0,0.031871,0.212028,0.108939,0.194631,0.369632,0.058217,0.310622,0.018589,0.151603,0.201622,0.128275,-0.014215,0.019663,0.049612,0.056022,0.019226,0.135258,0.158704,0.094982,-0.007738,0.025994
2016-01-01 05:30:00,0,0.038793,0,0.029215,0.190825,0.094972,0.186169,0.341137,0.057089,0.293855,0.055473,0.113703,0.216374,0.159372,0.017768,0.023876,-0.010631,0.060224,0.069215,0.06231,-0.054413,0.11828,-0.023213,0.012232
2016-01-01 05:45:00,0.021812,0.047414,0,0.031871,0.141352,0.075419,0.23288,0.38796,0.055961,0.303487,0.191794,0.151603,0.155003,0.095234,0,0.030899,0.148835,0.061625,0.015381,0.089666,0,0.082437,-0.003869,0.029052
2016-01-01 06:00:00,0.032718,0.051724,0,0.030596,0.14842,0.079143,0.203093,0.364548,0.063859,0.296531,0.13278,0.118134,0.14025,0.088471,0,0.08427,0.049612,0.058824,0.119204,0.079027,0.027206,0.077061,0.027082,0.038226
2016-01-01 06:15:00,0.021812,0.051724,0,0.029215,0.138996,0.073557,0.173645,0.346221,0.06273,0.291447,0.092356,0.102041,0.177034,0.089404,0.03909,0.268258,0.003544,0.039216,0.092287,0.092705,0.145101,0.082437,0.019344,0.025994
2016-01-01 06:30:00,0,0.030172,0,0.029215,0.157843,0.082868,0.194631,0.376321,0.064987,0.306341,0.062849,0.086064,0.137693,0.095234,0.031983,0.238764,0.010631,0.053221,-0.030762,0.092705,-0.031741,0.043011,-0.007738,0.015291
2016-01-01 06:45:00,0.010906,0.034483,0,0.029215,0.179046,0.094041,0.165182,0.334448,0.067243,0.307946,0.062849,0.087464,0.199261,0.16427,0.067519,0.226124,0.024806,0.053221,0,0.071429,0.022672,0.035842,-0.03095,0.012232
2016-01-01 07:00:00,0.021812,0.051724,0,0.029215,0.266213,0.150838,0.249805,0.377926,0.071756,0.310176,0.073767,0.090379,0.204179,0.249786,0.227434,0.206461,-0.003544,0.040616,0.069215,0.083587,0.077085,0.035842,0.015475,0.029052
2016-01-01 07:15:00,0.021812,0.051724,0,0.029215,0.310975,0.179702,0.143858,0.376321,0.060925,0.304825,0.08852,0.132711,0.228767,0.209904,0.398009,0.199438,0,0.07423,0.011536,0.069909,0.058947,0.03405,-0.003869,0.033639
2016-01-01 07:30:00,0.021812,0.043103,0,0.030596,0.348668,0.200186,0.224418,0.446555,0.060925,0.306162,0.121863,0.102041,0.22621,0.133173,0.067519,0.188202,-0.010631,0.054622,0.057679,0.068389,-0.009069,0.030466,-0.027082,0.025994
2016-01-01 07:45:00,0.010906,0.030172,0,0.033252,0.294484,0.180633,0.266729,0.396388,0.056412,0.315973,0.070226,0.074402,0.258272,0.159372,0.1457,0.188202,0.131117,0.161064,0.13074,0.080547,-0.031741,0.021505,-0.011606,0.01682
2016-01-01 08:00:00,0,0.030172,0,0.031871,0.292128,0.181564,0.207494,0.366288,0.060474,0.340498,0.077603,0.075802,0.236045,0.14771,0.095949,0.20927,0.116942,0.17507,0.038453,0.080547,-0.036275,0.023297,0.019344,0.025994
2016-01-01 08:15:00,0.021812,0.043103,0,0.029215,0.282704,0.178771,0.194631,0.424749,0.072208,0.341122,0.073767,0.071487,0.206539,0.185649,0.188344,0.171348,0.379176,0.2507,-0.049989,0.071429,-0.063482,0.043011,0.019344,0.024465
2016-01-01 08:30:00,0.021812,0.043103,0,0.02794,0.301551,0.180633,0.224418,0.384615,0.069951,0.329528,0.092356,0.065656,0.270468,0.205084,0.071073,0.164326,0.113398,0.081232,-0.007691,0.050152,-0.04081,0.03405,-0.007738,0.015291
2016-01-01 08:45:00,0.021812,0.047414,0,0.029215,0.235587,0.1527,0.23288,0.463278,0.055284,0.31303,0.070226,0.048163,0.270468,0.192412,0.095949,0.199438,-0.003544,0.068627,0.049989,0.050152,-0.022672,0.03405,-0.023213,0.030581
2016-01-01 09:00:00,0.010906,0.034483,0,0.029215,0.226163,0.170391,0.190569,0.429833,0.062053,0.293231,0.081144,0.051079,0.270468,0.181762,0.213219,0.210674,-0.017719,0.065826,0.030762,0.048632,0,0.02509,0,0.030581
2016-01-01 09:15:00,0,0.025862,0,0.029215,0.197893,0.159218,0.292116,0.471572,0.057541,0.303219,0.062849,0.046647,0.339314,0.318744,-0.03909,0.148876,0.099224,0.088235,0,0.033435,-0.009069,0.021505,0.011606,0.029052
2016-01-01 09:30:00,0.010906,0.034483,0,0.030596,0.219096,0.166667,0.199031,0.446555,0.06431,0.305271,0.073767,0.049563,0.356624,0.195367,0.042644,0.178371,-0.007087,0.079832,-0.003845,0.082067,-0.036275,0.037634,-0.027082,0.015291
2016-01-01 09:45:00,0.021812,0.043103,0,0.030596,0.204961,0.166667,0.258267,0.473311,0.072208,0.304379,0.062849,0.045248,0.339314,0.206017,0.060412,0.178371,-0.024806,0.071429,0.046144,0.06383,0.04081,0.035842,0.019344,0.018349
2016-01-01 10:00:00,0.021812,0.047414,0,0.026559,0.186114,0.255121,0.249805,0.448161,0.068823,0.310354,0.092356,0.059825,0.317283,0.171033,0.124378,0.195225,0.024806,0.077031,0.015381,0.071429,0.054413,0.03405,0.046426,0.029052
2016-01-01 10:15:00,0.021812,0.034483,0,0.029215,0.164911,0.665736,0.249805,0.448161,0.055961,0.304557,0.062849,0.043732,0.334397,0.299308,-0.017768,0.168539,0.014175,0.060224,-0.038453,0.048632,-0.04081,0.028674,0.007738,0.033639
2016-01-01 10:30:00,0,0.025862,0,0.02794,0.247366,0.656425,0.211555,0.433177,0.054156,0.317043,0.051637,0.039417,0.36882,0.27894,0.028429,0.158708,-0.038981,0.063025,-0.019226,0.051672,-0.009069,0.021505,-0.015475,0.022936
2016-01-01 10:45:00,0,0.025862,0,0.029215,0.299195,0.545624,0.283653,0.466622,0.06431,0.308124,0.103274,0.062741,0.391047,0.335303,-0.021322,0.214888,-0.035437,0.051821,0.046144,0.057751,-0.031741,0.02509,-0.019344,0.015291
2016-01-01 11:00:00,0.021812,0.043103,0,0.029215,0.318042,0.545624,0.186169,0.401338,0.057541,0.293855,0.06639,0.045248,0.381212,0.342066,0.031983,0.205056,0.024806,0.05042,0.099978,0.06535,0.009069,0.041219,-0.015475,0.025994
2016-01-01 11:15:00,0.021812,0.043103,0,0.031871,0.334533,0.537244,0.182107,0.424749,0.067243,0.303487,0.073767,0.049563,0.366459,0.270155,-0.021322,0.41573,-0.010631,0.051821,0.219182,0.06079,-0.027206,0.03405,-0.038688,0.022936
2016-01-01 11:30:00,0.021812,0.043103,0,0.029215,0.303907,0.513966,0.182107,0.434783,0.0695,0.303041,0.081144,0.053994,0.38613,0.310037,-0.113717,0.566011,-0.046068,0.051821,0,0.059271,-0.022672,0.030466,-0.03095,0.025994
2016-01-01 11:45:00,0.010906,0.034483,0,0.030596,0.322754,0.48324,0.186169,0.41311,0.058217,0.302328,0.077603,0.051079,0.435306,0.285703,0.081734,0.657303,0.010631,0.054622,0.061525,0.069909,-0.027206,0.023297,0.015475,0.027523
2016-01-01 12:00:00,0,0.025862,0,0.02794,0.31333,0.484171,0.203093,0.41311,0.063182,0.308124,0.073767,0.048163,0.49176,0.323641,0.110163,0.602528,0.02835,0.047619,0.123049,0.113982,0.004534,0.019713,0.015475,0.022936
2016-01-01 12:15:00,0.010906,0.030172,0,0.029215,0.374583,0.432961,0.22848,0.431438,0.058669,0.30973,0.073767,0.051079,0.52874,0.494675,0.323383,0.634831,0.021262,0.063025,0.003845,0.110942,0.018138,0.044803,0.038688,0.027523
2016-01-01 12:30:00,0.021812,0.043103,0,0.026559,0.362804,0.504655,0.177707,0.403077,0.070628,0.29769,0.08852,0.053994,0.457337,0.302262,-0.021322,0.525281,-0.038981,0.051821,0.096132,0.071429,0.045344,0.489247,0.007738,0.019878
2016-01-01 12:45:00,0.021812,0.043103,0,0.026559,0.360448,0.500931,0.118471,0.342876,0.057541,0.279854,0.070226,0.043732,0.489399,0.412035,-0.007107,0.376404,0.12403,0.079832,0.003845,0.086626,-0.140567,0.421147,-0.019344,0.01682
2016-01-01 13:00:00,0.021812,0.043103,0,0.029215,0.322754,0.513966,0.300578,0.451505,0.072885,0.277624,0.081144,0.12828,0.454976,0.525772,0.383795,0.439607,0.049612,0.072829,0.073061,0.095745,0.045344,0.096774,-0.003869,0.029052
2016-01-01 13:15:00,0,0.030172,0,0.033252,0.292128,0.509311,0.182107,0.397993,0.067243,0.294123,0.055473,0.093294,0.477007,0.280883,0.902628,0.571629,-0.003544,0.140056,0.06537,0.110942,-0.031741,0.073477,-0.019344,0.035168
2016-01-01 13:30:00,0.010906,0.025862,0,0.029215,0.318042,0.556797,0.186169,0.38301,0.051899,0.290288,0.062849,0.071487,0.440223,0.374174,0.238095,0.858146,0.046068,0.32493,-0.003845,0.097264,-0.036275,0.084229,0.003869,0.073394
2016-01-01 13:45:00,0.010906,0.038793,0,0.026559,0.315686,0.507449,0.313102,0.411371,0.086875,0.323553,0.272937,0.141458,0.459894,0.282827,0.838663,0.793539,0.046068,0.079832,-0.003845,0.089666,0.027206,0.306452,0.015475,0.212538
2016-01-01 14:00:00,0.021812,0.043103,0,0.030596,0.318042,0.558659,0.22848,0.379666,0.08349,0.321502,0.121863,0.067055,0.408161,0.232294,0.074627,0.464888,0.017719,0.168067,0,0.085106,-0.045344,0.417563,0.06577,0.237003
2016-01-01 14:15:00,0.021812,0.043103,0,0.031871,0.315686,0.577281,0.224418,0.423144,0.08868,0.316418,0.107109,0.090379,0.38849,0.207961,0.753375,0.891854,0,0.295518,0.103823,0.080547,0.117895,0.094982,0.027082,0.076453
2016-01-01 14:30:00,0.010906,0.034483,0,0.026559,0.299195,0.663873,0.296178,0.476656,0.081234,0.380808,0.140157,0.080233,0.383573,0.313924,0.316275,0.685393,-0.031893,0.102241,0.13074,0.104863,-0.049879,0.202509,-0.061901,0.044343
2016-01-01 14:45:00,0,0.025862,0,0.02794,0.259146,0.545624,0.186169,0.381271,0.075141,0.360742,0.084979,0.051079,0.363902,0.466454,0.817341,0.558989,0.021262,0.177871,0.06537,0.132219,0.022672,0.231183,0,0.041284
2016-01-01 15:00:00,0.010906,0.030172,0,0.031871,0.362804,0.662942,0.249805,0.372977,0.075141,0.325783,0.077603,0.051079,0.38849,0.308093,0.227434,0.63764,0.014175,0.147059,0.053834,0.158055,-0.04081,0.157706,0.054163,0.035168
2016-01-01 15:15:00,0.021812,0.043103,0,0.030596,0.341601,0.567039,0.275191,0.381271,0.076721,0.338714,0.103274,0.059825,0.344232,0.245899,0.046198,0.311798,0.081505,0.254902,0.076906,0.115502,0.054413,0.482079,0.015475,0.038226
2016-01-01 15:30:00,0.021812,0.043103,0,0.026559,0.367515,0.603352,0.177707,0.332843,0.06431,0.299028,0.092356,0.053994,0.341871,0.199254,0.181236,0.311798,0.074418,0.163866,0.046144,0.306991,0.036275,0.629032,0.019344,0.039755
2016-01-01 15:45:00,0.032718,0.047414,0,0.02794,0.400498,0.66108,0.194631,0.35291,0.051448,0.274057,0.077603,0.049563,0.437666,0.670528,0.056858,0.234551,0.035437,0.067227,0.053834,0.334347,0.086154,0.740143,0.034819,0.038226
2016-01-01 16:00:00,0,0.025862,0,0.026559,0.31333,0.629423,0.283653,0.397993,0.063859,0.285651,0.073767,0.051079,0.400883,0.494675,-0.024876,0.33427,0.02835,0.177871,-0.011536,0.148936,0.04081,0.508961,0.003869,0.033639
2016-01-01 16:15:00,0,0.021552,0,0.02794,0.339245,0.681564,0.224418,0.364548,0.051448,0.296798,0.08852,0.062741,0.454976,0.310969,-0.046198,0.188202,-0.017719,0.166667,0.049989,0.18997,-0.018138,0.286738,-0.03095,0.030581
2016-01-01 16:30:00,0.021812,0.043103,0,0.029215,0.362804,0.791434,0.199031,0.361204,0.067695,0.311692,0.11065,0.097726,0.391047,0.232294,0.053305,0.280899,0.007087,0.182073,-0.023072,0.182371,0.099757,0.362007,-0.03095,0.024465
2016-01-01 16:45:00,0.021812,0.043103,0,0.026559,0.308619,0.553073,0.241342,0.391304,0.088003,0.326853,0.243431,0.15895,0.354067,0.156495,0.071073,0.544944,-0.038981,0.345938,-0.038453,0.209726,0.036275,0.378136,0,0.01682
2016-01-01 17:00:00,0.021812,0.043103,0,0.030596,0.315686,0.608007,0.194631,0.359599,0.050771,0.310354,0.103274,0.090379,0.354067,0.421752,-0.017768,0.463483,0.06733,0.42437,0.034608,0.162614,0.131498,0.358423,-0.015475,0.015291
2016-01-01 17:15:00,0.010906,0.034483,0,0.029215,0.303907,0.585661,0.215956,0.401338,0.051899,0.29769,0.092356,0.097726,0.363902,0.215735,0.501065,0.599719,0.063787,0.336134,0.180729,0.276596,0.181377,0.410394,-0.03095,0.01682
2016-01-01 17:30:00,0,0.025862,0,0.030596,0.292128,0.595903,0.253866,0.456589,0.058217,0.294747,0.095897,0.100641,0.351707,0.218689,-0.007107,0.43118,0.06733,0.466387,0.046144,0.50152,0.018138,0.227599,-0.054163,0.039755
2016-01-01 17:45:00,0.021812,0.030172,0,0.029215,0.318042,0.599628,0.245404,0.416455,0.045807,0.301703,0.073767,0.090379,0.427831,0.241001,0.014215,0.581461,0.882382,0.603641,0.376839,0.580547,0.149636,0.442652,-0.019344,0.035168
2016-01-01 18:00:00,0.010906,0.043103,0,0.029215,0.252078,0.58473,0.199031,0.372977,0.059346,0.280478,0.107109,0.106472,0.435306,0.233227,-0.028429,0.301966,0.035437,0.212885,0.807511,0.706687,0.04081,0.240143,0.019344,0.099388
2016-01-01 18:15:00,0.021812,0.047414,0,0.029215,0.270925,0.676909,0.23288,0.377926,0.058217,0.289218,0.077603,0.090379,0.437666,0.421752,0.024876,0.594101,0.315389,0.455182,0.023072,0.427052,0.235789,0.173835,0.069639,0.102446
2016-01-01 18:30:00,0.021812,0.043103,0,0.029215,0.327466,0.670391,0.148258,0.339532,0.049643,0.275573,0.099733,0.099125,0.427831,0.308093,0.120824,0.425562,0.109855,0.305322,0.007691,0.276596,-0.045344,0.168459,0.011606,0.036697
2016-01-01 18:45:00,0,0.030172,0,0.029215,0.301551,0.640596,0.258267,0.396388,0.048063,0.293677,0.092356,0.09481,0.440223,0.27894,0.010661,0.435393,0.02835,0.239496,-0.007691,0.238602,0.04081,0.193548,-0.023213,0.024465
2016-01-01 19:00:00,0.010906,0.025862,0,0.030596,0.346313,0.673184,0.15672,0.362943,0.050771,0.296352,0.095897,0.099125,0.437666,0.271165,0.03909,0.356742,0.042524,0.204482,0.053834,0.396657,-0.009069,0.191756,-0.011606,0.027523
2016-01-01 19:15:00,0.010906,0.034483,0,0.030596,0.341601,0.6527,0.22848,0.416455,0.03836,0.267814,0.084979,0.091895,0.391047,0.43147,0.053305,0.25,0,0.182073,0.053834,0.171733,0.131498,0.189964,0.003869,0.024465
2016-01-01 19:30:00,0.010906,0.038793,0,0.029215,0.322754,0.671322,0.245404,0.396388,0.058217,0.283599,0.06639,0.083149,0.280303,0.258493,0.081734,0.19382,0.223253,0.263305,0.003845,0.214286,-0.04081,0.159498,0,0.027523
2016-01-01 19:45:00,0.021812,0.047414,0,0.029215,0.35338,0.6527,0.258267,0.379666,0.052576,0.313475,0.08852,0.097726,0.238602,0.152608,0.010661,0.439607,0,0.190476,0.422982,0.420973,0.022672,0.134409,0.003869,0.022936
2016-01-01 20:00:00,0.010906,0.030172,0,0.029215,0.343957,0.712291,0.207494,0.366288,0.047386,0.333987,0.084979,0.093294,0.24588,0.13706,0.017768,0.304775,0.060243,0.267507,0.442209,0.334347,0.185911,0.148746,-0.007738,0.018349
2016-01-01 20:15:00,0,0.021552,0,0.029215,0.346313,0.690875,0.23288,0.367893,0.042422,0.322661,0.048096,0.078717,0.236045,0.129286,0.074627,0.286517,0.049612,0.168067,0.203801,0.329787,0.213117,0.145161,0.007738,0.019878
2016-01-01 20:30:00,0.010906,0.025862,0,0.026559,0.388718,0.596834,0.160782,0.339532,0.04513,0.315081,0.08852,0.09481,0.209096,0.116614,0.049751,0.31882,0.014175,0.2507,0.049989,0.235562,0.049879,0.150538,0.023213,0.038226
2016-01-01 20:45:00,0.021812,0.043103,0,0.031871,0.376939,0.662942,0.249805,0.38796,0.047386,0.352091,0.084979,0.09481,0.206539,0.120501,0.287846,0.425562,0.003544,0.212885,0.046144,0.518237,-0.090688,0.143369,0,0.029052
2016-01-01 21:00:00,0.010906,0.038793,0,0.030596,0.318042,0.67784,0.186169,0.344482,0.05032,0.323107,0.040719,0.180758,0.231127,0.127342,0.163468,0.280899,0.003544,0.147059,0,0.302432,-0.036275,0.12724,-0.038688,0.015291
2016-01-01 21:15:00,0.021812,0.043103,0,0.030596,0.31333,0.55121,0.169244,0.341137,0.055961,0.306608,0.036883,0.09621,0.214014,0.230351,0.031983,0.240169,0.024806,0.133053,0.073061,0.205167,0.095223,0.12724,-0.03095,0.015291
2016-01-01 21:30:00,0,0.021552,0,0.029215,0.315686,0.603352,0.215956,0.367893,0.044679,0.354053,0.051637,0.09481,0.199261,0.234238,0.060412,0.325843,-0.014175,0.130252,0.907489,0.697568,0.004534,0.195341,-0.011606,0.041284
2016-01-01 21:45:00,0,0.021552,0,0.029215,0.268569,0.541899,0.23288,0.364548,0.045807,0.302328,0.272937,0.177843,0.181951,0.10985,0.03909,0.310393,0.042524,0.173669,0.273016,0.427052,0.081619,0.215054,-0.007738,0.044343
2016-01-01 22:00:00,0.021812,0.038793,0,0.026559,0.24501,0.528864,0.182107,0.371237,0.05032,0.304379,0.099733,0.08898,0.172116,0.110783,0.003554,0.245787,0.655585,0.148459,0.019226,0.340426,0.272065,0.159498,-0.003869,0.036697
2016-01-01 22:15:00,0.010906,0.043103,0,0.02794,0.292128,0.542831,0.236942,0.391304,0.051899,0.307679,0.081144,0.123965,0.15992,0.085517,0.014215,0.272472,0.226797,0.154062,0.06537,0.404255,0.081619,0.150538,-0.027082,0.036697
2016-01-01 22:30:00,0.021812,0.043103,0,0.030596,0.28506,0.527002,0.148258,0.322809,0.046258,0.287613,0.118027,0.100641,0.174673,0.089404,0.03909,0.189607,0.003544,0.214286,0.176883,0.396657,0.004534,0.130824,0.058032,0.041284
2016-01-01 22:45:00,0.010906,0.038793,0,0.030596,0.252078,0.505587,0.101547,0.29097,0.053028,0.293677,0.103274,0.08898,0.155003,0.088471,0.07818,0.148876,0.035437,0.184874,0.123049,0.328267,-0.027206,0.150538,0.023213,0.030581
2016-01-01 23:00:00,0,0.025862,0,0.02794,0.327466,0.496276,0.207494,0.393043,0.050771,0.28788,0.059013,0.072886,0.10327,0.101065,0.021322,0.161517,0.010631,0.141457,-0.003845,0.215805,0.081619,0.145161,0.050295,0.038226
2016-01-01 23:15:00,0.021812,0.034483,0,0.029215,0.294484,0.479516,0.15672,0.356254,0.05032,0.284759,0.092356,0.086064,0.110744,0.081629,0.07818,0.148876,-0.014175,0.163866,0.049989,0.179331,-0.04081,0.148746,0.023213,0.030581
2016-01-01 23:30:00,0.010906,0.043103,0,0.02794,0.270925,0.409683,0.131334,0.314381,0.056412,0.304557,0.077603,0.077318,0.169755,0.089404,0.03909,0.188202,-0.038981,0.135854,0.080751,0.161094,0.321943,0.112903,-0.007738,0.036697
2016-01-01 23:45:00,0.021812,0.047414,0,0.029215,0.221452,0.457169,0.215956,0.35291,0.053028,0.302149,0.081144,0.080233,0.157363,0.086527,0.195451,0.126404,0.02835,0.12465,0.161502,0.147416,0.117895,0.091398,-0.023213,0.024465
2016-01-02 00:00:00,0.010906,0.038793,0,0.029215,0.259146,0.430168,0.131334,0.314381,0.044679,0.289842,0.08852,0.080233,0.150085,0.084584,0.007107,0.143258,0.056699,0.130252,-0.011536,0.144377,0.04081,0.089606,0.023213,0.024465
2016-01-02 00:15:00,0,0.025862,0,0.031871,0.31333,0.494413,0.15672,0.294314,0.051448,0.291626,0.084979,0.077318,0.155003,0.081629,0.085288,0.188202,0,0.20028,0.157657,0.171733,0.072551,0.087814,-0.007738,0.01682
2016-01-02 00:30:00,0.010906,0.034483,0,0.031871,0.263857,0.48324,0.194631,0.302742,0.054833,0.298314,0.095897,0.081633,0.162281,0.08264,0.049751,0.085674,0.021262,0.313725,0.076906,0.167173,0.009069,0.069892,-0.007738,0.01682
2016-01-02 00:45:00,0.021812,0.047414,0,0.029215,0.261501,0.486034,0.148258,0.277592,0.056412,0.285383,0.08852,0.078717,0.157363,0.083573,0.003554,0.073034,0.010631,0.093838,0.015381,0.199088,0.013603,0.077061,-0.046426,0.041284
2016-01-02 01:00:00,0.021812,0.043103,0,0.029215,0.320398,0.486034,0.126933,0.32107,0.057541,0.286096,0.06639,0.074402,0.145167,0.081629,0.042644,0.061798,0.042524,0.058824,0.111513,0.138298,0.004534,0.071685,-0.027082,0.033639
2016-01-02 01:15:00,0.010906,0.038793,0,0.029215,0.334533,0.340782,0.182107,0.372977,0.048515,0.300812,0.077603,0.075802,0.162281,0.080697,0.031983,0.066011,-0.007087,0.053221,0.030762,0.147416,-0.063482,0.073477,0.007738,0.021407
2016-01-02 01:30:00,0.010906,0.034483,0,0.029215,0.372227,0.323091,0.186169,0.311037,0.057089,0.305895,0.092356,0.083149,0.157363,0.080697,0.017768,0.04073,0.038981,0.057423,-0.019226,0.142857,-0.018138,0.087814,-0.015475,0.015291
2016-01-02 01:45:00,0,0.034483,0,0.02794,0.376939,0.318436,0.165182,0.279331,0.049191,0.325337,0.055473,0.068571,0.162281,0.080697,0.010661,0.02809,0.109855,0.054622,-0.023072,0.121581,0.081619,0.080645,0.023213,0.024465
